PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,FULL_ADDRESS,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT
RQ031,The Municipality of Quebradillas,"151 Calle Socorro, Quebradillas, PR, 00678",(787) 895-2840,(787) 895-7734,seccion8@quebradillas.pr.gov,(787) 895-2840,,seccion8@quebradillas.pr.gov,,,145,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,60,60,41.38000107,0,145,64,100.0,0,0,0
RQ009,MUNICIPALITY OF MAYAGUEZ,"nan, Mayaguez, PR, 00680",(787) 834-0379,(787) 265-4940,jrosario@mayaguezpr.gov,(787) 834-8585,(787) 265-2270,jrosario@mayaguezpr.gov,,,848,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,647,647,76.30000305,0,848,637,98.44999695,0,0,0
RQ030,MUNICIPALITY OF SAN GERMAN,"nan, San German, PR, 00683",(787) 892-3500,(787) 892-1405,San_german_sec8@hotmail.com,(787) 892-3500,(787) 892-1114,san_german_sec8@hotmail.com,,,92,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,74,74,80.43000031,0,92,87,100.0,0,0,0
RQ026,MUNICIPALITY OF SAN SEBASTIAN,"nan, San Sebastian, PR, 00685",(787) 280-9045,(787) 896-3645,section8mss@gmail.com,(787) 896-2300,(787) 896-5300,section8mss@gmail.com,,,143,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,140,140,97.91000366,0,143,175,100.0,0,0,0
RQ024,MUNICIPALITY OF MOROVIS,"4 Calle Del Carmen, Morovis, PR, 00687",(787) 862-2155,,federales@morovis.pr.gov,(787) 862-2155,,federales@morovis.pr.gov,,,56,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,47,47,83.93000031,0,56,53,100.0,0,0,0
RQ056,MUNICIPALITY OF VEGA ALTA,"nan, Vega Alta, PR, 00692",(787) 883-5900,,wrodriguez@vegaalta.pr.gov,(787) 883-5900,,mariavega@vegaalta.pr.gov,,,169,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,106,106,62.72000122,0,169,112,100.0,0,0,0
RQ032,MUNICIPALITY OF VEGA BAJA,"nan, Vega Baja, PR, 00694",(787) 855-2500,,mrosado@vegabaja.gov.pr,(787) 855-1102,(787) 855-8987,mrosado@vegabaja.gov.pr,,,331,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,274,274,82.77999878,0,331,346,100.0,0,0,0
MA096,Greenfield Housing Authority,"1 Elm Ter, Greenfield, MA, 01301",(413) 774-2932,(413) 772-0616,execdir@greenfieldhousing.org,(413) 774-2932,,jackredman@greenfieldhousing.org,,,530,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Section 8,0,0,0,0,447,447,84.33999634,0,530,441,98.66000366,0,0,0
RQ082,MUNICIPALITY OF AGUAS BUENAS,"nan, Aguas Buenas, PR, 00703",(787) 732-4185,(787) 732-1370,ymendez@aguasbuenaspr.net,(787) 732-4700,,ymendez@aguasbuenaspr.net,,,164,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,145,145,88.41000366,0,164,164,100.0,0,0,0
RQ059,MUNICIPALITY OF AIBONITO,"nan, Aibonito, PR, 00705",(787) 735-8181,,amcamacho@aibonitopr.net,(787) 732-8621,(787) 891-2770,aibonitoalcalde@gmail.com,,,61,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,47,47,77.05000305,0,61,41,87.23999786,0,0,0
RQ068,MUNICIPALITY OF ARROYO,"21 Calle Virgilio Sanchez, Arroyo, PR, 00714",(787) 839-3500,,seccion8_arroyo@yahoo.com,(787) 839-3500,,seccion8_arroyo@yahoo.com,,,190,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,62,62,63.25999832,0,98,63,100.0,0,0,0
RQ008,MUNICIPALITY OF PONCE,"2015 Blvd Luis A Ferre, Ponce, PR, 00717",(787) 840-9200,(787) 841-0285,seccion8ponce@ponce.pr.gov,(787) 241-4141,,job.bonilla@ponce.pr.gov,,,1611,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,985,985,62.34999847,0,1580,936,95.01999664,0,0,0
MA100,Athol Housing Authority,"21 Morton Mdws, Athol, MA, 01331",(978) 249-4848,(978) 249-9604,cmartin@atholorangehousing.com,(978) 249-4848,(978) 249-9604,cmartin@atholorangehousing.com,,,61,SMALL (50-99),SMALL (50-99),3/31,Section 8,0,0,0,0,51,51,83.61000061,0,61,52,100.0,0,0,0
MA094,Franklin County Regional Housing Authority,"241 Millers Falls Rd, Turners Falls, MA, 01376",(413) 863-9781,(413) 863-9289,GGovoni@fcrhra.org,(413) 863-9781,(413) 863-9289,GGovoni@fcrhra.org,,,597,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Section 8,0,0,0,0,559,559,93.62999725,0,597,583,100.0,0,0,0
MA037,Fitchburg Housing Authority,"50 Day St, Fitchburg, MA, 01420",(978) 342-5222,(978) 343-4148,DBushman@fitchburgha.org,(978) 342-5222,,DBushman@fitchburgha.org,Standard Performer,SMALL (50-99),227,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,52,52,52,52,212,264,94.62999725,0,279,244,92.41999817,163506,304581,112365
MA127,Gardner Housing Authority,"116 Church St, Gardner, MA, 01440",(978) 632-6634,(978) 632-9530,sandym@gardnerha.com,(978) 632-6627,,kmurray@gardnerha.com,,,108,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Section 8,0,0,0,0,100,100,92.58999634,0,108,100,100.0,0,0,0
MA048,Arlington Housing Authority,"4 Winslow St, Arlington, MA, 02474",(781) 646-3400,(781) 646-0496,jnagle@arlingtonhousing.org,(781) 539-5957,(781) 643-6923,Jnagle@arlingtonhousing.org,,,427,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Section 8,0,0,0,0,402,402,94.13999939,0,427,394,98.01000214,0,0,0
MA065,Needham Housing Authority,"21 Highland Cir Ste 10, Needham, MA, 02494",(781) 444-3011,(781) 444-1089,cgosmon@needhamhousing.org,(781) 444-3011,(781) 444-1089,cgosmon@needhamhousing.org,Standard Performer,MEDIUM LOW (100-299),123,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,136,136,136,128,115,243,93.81999969,8,259,243,100.0,264831,476033,0
MA047,Falmouth Housing Authority,"115 Scranton Ave, Falmouth, MA, 02540",(508) 548-1977,(508) 457-7573,brichards@falmouthhousing.org,(508) 548-1977,(508) 457-7573,brichards@falmouthhousing.org,High Performer,MEDIUM LOW (100-299),498,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,223,222,223,202,332,534,74.16000366,12,720,687,100.0,165654,481662,645796
MA110,Bourne Housing Authority,"871 Shore Rd, Pocasset, MA, 02559",(508) 563-7485,(508) 564-7531,kgarcia@bournehousing.org,(508) 563-7485,(508) 564-7531,kgarcia@bournehousing.org,High Performer,SMALL (50-99),79,SMALL (50-99),MEDIUM LOW (100-299),3/31,Combined,56,56,56,56,66,122,90.37000275,0,135,132,100.0,40914,86356,193291
MA086,Leominster Housing Authority,"100 Main St, Leominster, MA, 01453",(978) 537-5300,(978) 728-4634,ben@leominsterha.com,(978) 728-5300,,Ben@Leominsterha.Com,,,404,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Section 8,0,0,0,0,363,363,89.84999847,0,404,350,96.41999817,0,0,0
MA039,Winchendon Housing Authority,"108 Ipswich Dr, Winchendon, MA, 01475",(978) 297-2280,(978) 297-0922,dconnor@winha.org,(978) 297-2280,(978) 297-0922,dconnor@winha.org,High Performer,MEDIUM LOW (100-299),44,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Combined,135,131,131,130,44,174,99.43000031,1,175,174,100.0,302154,727260,359332
MA159,Auburn Housing Authority,"200 Oxford St N, Auburn, MA, 01501",(508) 832-3852,(508) 832-5684,lorib7070@gmail.com,(508) 832-3852,,lorib7070@gmail.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,103,103,103,103,0,103,100.0,0,103,103,100.0,120608,200429,258522
MA021,Clinton Housing Authority,"58 Fitch Rd, Clinton, MA, 01510",(978) 365-4150,(978) 365-4153,clintonhousingauthority@comcast.net,(978) 365-4150,(978) 365-4153,dfahey@clintonha.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,100,100,100,97,0,97,97.01000214,3,100,95,97.93000031,132449,337902,292458
MA082,Holden Housing Authority,"9 Flagler Dr, Holden, MA, 01520",(978) 728-6970,(978) 728-4634,ben@leominsterha.com,(978) 537-5300,,ben@leominsterha.com,,,62,SMALL (50-99),SMALL (50-99),3/31,Section 8,0,0,0,0,54,54,87.08999634,0,62,55,100.0,0,0,0
MA077,Billerica Housing Authority,"16 River St, Billerica, MA, 01821",(978) 667-1661,(978) 667-1156,Bcorrenti@billericahousing.org,(978) 667-2175,(978) 667-1156,bcorrenti@billericahousing.org,,,68,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,64,64,94.12000275,0,68,62,96.87000275,0,0,0
MA108,Chelmsford Housing Authority,"10 Wilson St, Chelmsford, MA, 01824",(978) 256-7425,(978) 256-1895,david@chelmsfordha.com,(978) 256-7425,(978) 256-1895,david@chelmsfordha.com,,,891,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,623,623,69.91999817,0,891,790,100.0,0,0,0
MA883,American Training by Chelmsford Housing,"10 Wilson St, Chelmsford, MA, 01824",(978) 256-7425,(978) 256-1895,info@chelmsfordha.com,(978) 256-7425,(978) 256-1895,David@Chelmsfordha.com,,,50,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,1,1,2.0,0,50,48,100.0,0,0,0
MA123,Webster Housing Authority,"10 Golden Hts, Webster, MA, 01570",(508) 943-1634,(508) 949-6003,execdirector@websterha.org,(508) 943-1634,(508) 943-6003,angie@websterha.org,High Performer,SMALL (50-99),47,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Combined,61,61,61,59,43,102,94.44999695,2,108,102,100.0,120331,242159,145957
MA188,The Bridge of Central Massachusetts,"4 Mann St, Worcester, MA, 01602",(508) 755-0333,(508) 755-2191,kbates@openskycs.org,(508) 755-0333,(508) 755-2191,ronh@openskycs.org,,,133,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,116,116,87.20999908,0,133,116,100.0,0,0,0
MA012,Worcester Housing Authority,"630A Plantation St, Worcester, MA, 01605",(508) 635-3000,(508) 635-3186,corrales@worcesterha.org,(508) 635-3106,(508) 635-3186,corrales@worcesterha.org,High Performer,"LARGE (1,000-4,999)",3739,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",3/31,Combined,2508,2439,2473,2389,3383,5772,94.01999664,10,6139,5956,100.0,7246795,14776228,8350798
RQ028,MUNICIPALITY OF MANATI,"10 Calle Quinones, Manati, PR, 00674",(787) 854-2024,,bcolon@manati.gov.pr,(787) 854-2024,,bcolon@manati.gov.pr,,,186,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,165,165,88.70999908,0,186,175,100.0,0,0,0
RQ010,MUNICIPALITY OF MOCA,"nan, Moca, PR, 00676",(787) 877-6040,(787) 877-3560,dtubens.federales@gmail.com,(787) 877-2221,,alcalde@moca.pr.gov,,,70,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,65,65,92.86000061,0,70,68,100.0,0,0,0
MA187,Berkshire County Regional Housing Authority,"1 Fenn St Ste 4, Pittsfield, MA, 01201",(413) 443-7138,(413) 443-8137,alyssac@bcrha.com,(413) 443-7138,(413) 443-8137,bradg@bcrha.com,,,0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Section 8,0,0,0,0,0,0,0.0,0,0,0,-4.0,0,0,0
MA029,Pittsfield Housing Authority,"65 Columbus Ave, Pittsfield, MA, 01201",(413) 443-5936,(413) 443-7294,tinadanzy@pittsfieldhousing.org,(413) 443-5936,(413) 443-7294,tinadanzy@pittsfieldhousing.org,Standard Performer,MEDIUM LOW (100-299),585,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,169,163,164,150,506,656,87.69999695,9,748,652,99.38999939,449319,839553,316276
MA051,Adams Housing Authority,"4 Columbia St, Adams, MA, 01220",(413) 743-5924,(413) 743-5926,bills@ahauthority.com,(413) 743-5924,(413) 743-5926,bills@ahauthority.com,,,98,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,74,74,75.51000214,0,98,72,97.30000305,0,0,0
MA034,North Adams Housing Authority,"150 Ashland St, North Adams, MA, 01247",(413) 663-5379,(413) 664-7223,Jenn_hohn@northadamsha.com,(413) 663-5379,(413) 664-7223,Jenn_hohn@northadamsha.com,Standard Performer,MEDIUM HIGH (300-999),389,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,306,304,306,292,352,644,92.93000031,12,693,637,98.91000366,637094,1309235,1013558
MA080,Stockbridge Housing Authority,"5 Pine St, Stockbridge, MA, 01262",(413) 298-3222,(413) 298-3844,stockbridgeha@gmail.com,(413) 297-2435,(413) 298-3844,stockbridgeha@gmail.com,,,62,SMALL (50-99),SMALL (50-99),9/30,Section 8,0,0,0,0,59,59,95.16000366,0,62,61,100.0,0,0,0
MA066,Williamstown Housing Authority,"35 Adams Rd, Williamstown, MA, 01267",(413) 458-8282,(413) 458-9698,wmstnha@outlook.com,(413) 458-8282,(413) 458-9698,wmstnha@outlook.com,,,100,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Section 8,0,0,0,0,74,74,74.0,0,100,74,100.0,0,0,0
RQ011,MUNICIPALITY OF BAYAMON,"Virgilio Davila, Bayamon, PR, 00961",(787) 786-1326,(787) 786-1032,mcintron@bayamonpr.org,(787) 780-5552,(787) 798-6485,mcintron@bayamonpr.org,,,2225,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,2016,2016,90.61000061,0,2225,1949,96.66999817,0,0,0
MA111,Pembroke Housing Authority,"nan, Pembroke, MA, 02359",(781) 293-3088,(781) 293-6316,director@pembrokehousing.org,(781) 293-3088,(781) 293-6316,director@pembrokehousing.org,Standard Performer,VERY SMALL (0-49),86,SMALL (50-99),MEDIUM LOW (100-299),6/30,Combined,49,49,49,49,84,133,98.51999664,0,135,133,100.0,71546,148601,125628
MA059,Plymouth Housing Authority,"130 Court St, Plymouth, MA, 02360",(508) 746-2105,(508) 746-9229,driendeau@plymha.org,(508) 746-2105,(508) 962-9229,driendeau@plymha.org,High Performer,MEDIUM LOW (100-299),640,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,112,112,112,112,552,664,88.30000305,0,752,686,100.0,144589,348447,302438
MA133,Rockland Housing Authority,"8 Studley Ct, Rockland, MA, 02370",(781) 878-4156,(781) 871-6441,Director@rocklandhousingauthority.com,(781) 878-4156,(781) 871-6441,Director@Rocklandhousingauthority.com,Standard Performer,VERY SMALL (0-49),157,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,40,40,40,39,153,192,97.47000122,1,197,192,100.0,58223,129574,106002
MA067,Lexington Housing Authority,"1 Countryside Vlg, Lexington, MA, 02420",(781) 861-0900,(781) 861-1938,cfoley@lexingtonhousing.org,(781) 861-0900,(781) 861-1938,cfoley@lexingtonhousing.org,High Performer,SMALL (50-99),71,SMALL (50-99),MEDIUM LOW (100-299),6/30,Combined,77,77,77,76,70,146,98.65000153,0,148,146,100.0,160869,348628,239259
MA033,Brookline Housing Authority,"90 Longwood Ave, Brookline, MA, 02446",(617) 277-2022,(617) 277-1462,ed@brooklinehousing.org,(617) 921-6059,,lmbrown@brooklinehousing.org,Standard Performer,MEDIUM LOW (100-299),1370,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Combined,139,139,139,131,1146,1277,84.62000275,7,1509,1337,100.0,693589,1475980,1002236
MA013,Waltham Housing Authority,"110 Pond St, Waltham, MA, 02451",(781) 894-3357,(781) 894-7595,jgoll@walhouse.org,(781) 894-3357,(781) 894-7595,jgoll@walhouse.org,Standard Performer,MEDIUM LOW (100-299),455,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,266,265,266,259,407,666,92.5,6,720,658,98.80000305,668639,1292597,769017
MA036,Newton Housing Authority,"82 Lincoln St, Newton Highlands, MA, 02461",(617) 552-5501,(617) 964-8387,azarechian@newtonhousing.org,(617) 552-5501,,mlara@newtonhousing.org,Standard Performer,MEDIUM LOW (100-299),446,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,298,298,298,275,422,697,93.69000244,23,744,701,100.0,891563,1730716,670817
MA093,Watertown Housing Authority,"55 Waverley Ave, Watertown, MA, 02472",(617) 923-3950,(617) 923-2466,mlara@watertownha.org,(617) 923-3950,,jsullivan@watertownha.org,Standard Performer,VERY SMALL (0-49),220,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,0,0,0,0,220,220,100.0,0,220,216,98.18000031,0,0,0
MA105,Warren Housing Authority,"PO Box 3021, Warren, MA, 01083",(413) 436-7184,(413) 436-7184,executivedirector@warrenmahousing.com,(413) 436-7184,,executivedirector@warrenmahousing.com,,,69,SMALL (50-99),SMALL (50-99),12/31,Section 8,0,0,0,0,61,61,88.41000366,0,69,61,100.0,0,0,0
MA050,Westfield Housing Authority,"12 Alice Burke Way, Westfield, MA, 01085",(413) 568-9283,(413) 568-5357,dkelly@westfieldhousing.com,(413) 568-9283,(413) 568-5357,DKelly@WestfieldHousing.com,,,517,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Section 8,0,0,0,0,383,383,74.08000183,0,517,397,100.0,0,0,0
MA181,Sandwich Housing Authority,"20 Toms Way, Sandwich, MA, 02563",(508) 833-4979,(508) 833-4993,Paula.Schnepp@sandwichhousing.org,(508) 833-4979,(508) 833-4993,director@sandwichhousing.org,,,189,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,35,35,18.51000023,0,189,177,100.0,0,0,0
MA046,Barnstable Housing Authority,"500 Old Colony Rd, Hyannis, MA, 02601",(508) 771-7222,(508) 778-9312,lorri_finton@bha.barnstable.ma.us,(508) 771-7222,(508) 778-9312,lorri_finton@bha.barnstable.ma.us,Standard Performer,SMALL (50-99),549,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,68,68,68,66,267,333,53.97000122,2,617,428,100.0,88277,173836,201130
MA138,Dennis Housing Authority,"167 Center St, South Dennis, MA, 02660",(508) 394-3120,(508) 760-2352,nfriend@dennishousing.org,(508) 394-3120,(508) 760-2352,nfriend@dennishousing.org,,,101,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,97,97,96.04000092,0,101,97,100.0,0,0,0
MA095,Yarmouth Housing Authority,"Long Pond Plz, South Yarmouth, MA, 02664",(508) 398-2920,(508) 398-1930,wohlson@yarmouthha.org,(508) 398-2920,(508) 398-1930,wohlson@yarmouthha.org,,,332,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Section 8,0,0,0,0,250,250,75.30000305,0,332,327,100.0,0,0,0
MA018,Attleboro Housing Authority,"80 South Ave, Attleboro, MA, 02703",(508) 222-0151,(508) 222-4389,pmd@attleborohousing.org,(508) 222-0151,(508) 222-4389,pmd@attleborohousing.org,,,200,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,178,178,89.0,0,200,200,100.0,0,0,0
MA106,Oxford Housing Authority,"23 Wheelock St, Oxford, MA, 01540",(508) 987-5055,(508) 987-0581,lmateo@oxfordha.com,(508) 987-5055,(508) 987-0581,lmateo@oxfordha.com,,,153,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,126,126,82.34999847,0,153,124,98.41999817,0,0,0
MA041,Shrewsbury Housing Authority,"36 N Quinsigamond Ave, Shrewsbury, MA, 01545",(508) 757-0323,(508) 754-5210,Kllybrg@aol.com,(508) 757-0323,(508) 754-5210,Shabergeronk@gmail.com,Standard Performer,SMALL (50-99),177,MEDIUM LOW (100-299),MEDIUM LOW (100-299),3/31,Combined,99,99,99,96,177,273,98.91000366,3,276,266,97.43000031,156092,328671,229609
MA076,Southbridge Housing Authority,"60 Charlton St, Southbridge, MA, 01550",(508) 765-5858,(508) 764-2574,awolf@southbridgehousing.org,(508) 765-5858,(508) 764-2574,awolf@southbridgehousing.org,,,128,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,125,125,97.66000366,0,128,155,100.0,0,0,0
MA081,Methuen Housing Authority,"25 Jade St, Methuen, MA, 01844",(978) 682-8607,(978) 794-3534,amoglia@methuenhousing.org,(978) 682-8607,(978) 794-3534,amoglia@methuenhousing.org,Standard Performer,VERY SMALL (0-49),569,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Combined,42,42,42,40,568,608,99.51000214,2,611,601,98.84999847,39189,77012,190980
RQ023,MUNICIPALITY OF COROZAL HOUSING AUTHORITY,"1 Calle Marina, Corozal, PR, 00783",(787) 859-2242,,progfedcor@yahoo.com,(787) 859-2242,,jorge.martinez@corozal.pr.gov,,,142,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,127,127,89.43000031,0,142,148,100.0,0,0,0
MA028,Framingham Housing Authority,"1 John J Brady Dr, Framingham, MA, 01702",(508) 879-7562,(508) 626-0252,planders@framha.org,(508) 879-7562,,planders@framha.org,High Performer,MEDIUM LOW (100-299),1052,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,167,167,167,112,973,1085,89.01000214,6,1219,1065,98.16000366,428548,969227,693415
MA035,Springfield Housing Authority,"60 Congress St, Springfield, MA, 01104",(413) 785-4500,(413) 785-4516,djordan@shamass.org,(413) 785-4515,(413) 785-4516,djordan@shamass.org,Standard Performer,"LARGE (1,000-4,999)",3442,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",3/31,Combined,1757,1753,1757,1691,2670,4361,83.94999695,51,5195,4365,100.0,5880416,12306094,5592268
VQ001,VIRGIN ISLANDS HOUSING AUTHORITY,"9900 Oswald Harris Ct, St Thomas, 78, 00802",(340) 777-8442,(340) 775-0832,exec@vihousing.org,(340) 777-8442,,dalexander@vihousing.org,Troubled Performer,"LARGE (1,000-4,999)",0,VERY SMALL (0-49),"LARGE (1,000-4,999)",12/31,Low-Rent,2522,2516,2522,1796,0,1796,81.23000336,67,2211,1790,99.66999817,10358305,18856362,11305884
VQ901,VIRGIN ISLANDS HOUSING AUTHORITY,"9900 Oswald Harris Ct, St Thomas, 78, 00802",(340) 777-8442,(340) 775-0832,rgraham@vihousing.org,(340) 777-8442,,dalexander@vihousing.org,,,2167,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Section 8,0,0,0,0,1380,1380,63.68000031,0,2167,1225,88.76999664,0,0,0
RQ005,PUERTO RICO PUBLIC HOUSING ADMINISTRATION,"606 Ave Barbosa, San Juan, PR, 00917",(787) 759-9407,(787) 763-2484,jrosario@avp.pr.gov,(787) 759-9407,,jrosario@avp.pr.gov,Standard Performer,"EXTRA LARGE (5,000+)",12460,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Combined,54135,54074,53616,49206,11159,60365,92.44000244,1510,65305,60220,99.76000214,147730444,264382597,178604988
RQ006,MUNICIPALITY OF SAN JUAN,"130 Ave De Diego, San Juan, PR, 00921",(787) 480-5500,(787) 725-7715,seccion8@sanjuan.pr,(787) 480-5647,,Lifigueroa@sanjuan.pr,,,4770,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,3594,3594,76.22000122,0,4715,3542,98.55000305,0,0,0
RQ022,MUNICIPALITY OF TOA BAJA,"nan, Toa Baja, PR, 00949",(787) 398-0405,,ncrespo@toabaja.com,(787) 261-0202,,alcalde@toabaja.com,,,248,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,168,168,67.73999786,0,248,153,91.06999969,0,0,0
RQ053,MUNICIPALITY OF TOA ALTA,"14 Calle Munoz Rivera, Toa Alta, PR, 00953",(787) 870-2100,,mfonseca@ciudadtoaalta.com,(787) 870-2100,,mfonseca@ciudadtoaalta.com,,,184,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,179,179,97.29000092,0,184,179,100.0,0,0,0
RQ016,MUNICIPALITY OF GUAYNABO,"50 Calle Jose De Diego, Guaynabo, PR, 00969",(787) 720-4040,,ndelvalle@guaynabocity.gov.pr,(787) 720-4040,,eaoneill@guaynabocity.gov.pr,,,387,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,247,247,63.83000183,0,387,240,97.16000366,0,0,0
RQ013,MUNICIPALITY OF TRUJILLO ALTO,"nan, Trujillo Alto, PR, 00976",(787) 761-0172,,vivienda@vivienda.trujilloalto.pr,(787) 761-0172,(787) 292-0400,vivienda@vivienda.trujilloalto.pr,,,509,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,390,390,77.23000336,0,505,374,95.90000153,0,0,0
RQ014,MUNICIPALITY OF CAROLINA,"nan, Carolina, PR, 00986",(787) 757-3748,(787) 750-3115,RQ014carolina@gmail.com,(787) 757-2626,(787) 750-5330,RQ014carolina@gmail.com,,,808,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,593,593,73.38999939,0,808,573,96.62999725,0,0,0
MA085,Amherst Housing Authority,"33 Kellogg Ave, Amherst, MA, 01002",(413) 256-0206,(413) 256-8551,progers@amhersthousingauthority.org,(413) 256-0206,,progers@amhersthousingauthority.org,High Performer,VERY SMALL (0-49),444,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Combined,15,15,15,15,380,395,86.05000305,0,459,394,99.75,36083,76916,0
MA008,Chicopee Housing Authority,"128 Meeting House Rd, Chicopee, MA, 01013",(413) 592-6132,(413) 594-7750,bpnarey@chicopeehousing.org,(413) 592-6132,(413) 594-7750,bpnarey@chicopeehousing.org,High Performer,MEDIUM HIGH (300-999),574,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,383,383,383,349,514,863,90.18000031,34,957,863,100.0,929159,1859687,1211764
